Year,Country of Origin (ISO),Country of Origin,Country of Asylum,Country of Asylum (ISO),Country of Resettlement (ISO),Country of Resettlement,Total submissions (persons)
2014,ERT,Eritrea,YEM,Yemen,FRA,France,4
2014,SYR,Syrian Arab Rep.,JOR,Jordan,AUS,Australia,160
2014,IRQ,Iraq,UAE,United Arab Emirates,SWE,Sweden,1
2014,SOM,Somalia,SYR,Syrian Arab Rep.,FIN,Finland,1
2014,All others,All others,All others,All others,BEL,Belgium,1
2014,SUD,Sudan,ARE,Egypt,USA,United States of America,807
2014,AFG,Afghanistan,UAE,United Arab Emirates,USA,United States of America,1
2014,SOM,Somalia,SYR,Syrian Arab Rep.,NOR,Norway,4
2014,IRQ,Iraq,LEB,Lebanon,CAN,Canada,808
2014,AFG,Afghanistan,SYR,Syrian Arab Rep.,NOR,Norway,3
2014,IRQ,Iraq,JOR,Jordan,CAN,Canada,281
2014,SYR,Syrian Arab Rep.,LEB,Lebanon,CAN,Canada,2381
2014,SSD,South Sudan,SYR,Syrian Arab Rep.,NZL,New Zealand,4
2014,ERT,Eritrea,ARE,Egypt,NLD,Netherlands,1
2014,SOM,Somalia,KUW,Kuwait,FIN,Finland,6
2014,All others,All others,All others,All others,DNK,Denmark,184
2014,ERT,Eritrea,ARE,Egypt,AUS,Australia,28
2014,SYR,Syrian Arab Rep.,LEB,Lebanon,FIN,Finland,318
2014,SUD,Sudan,LEB,Lebanon,USA,United States of America,104
2014,SYR,Syrian Arab Rep.,ARE,Egypt,SWE,Sweden,177
2014,IRQ,Iraq,LEB,Lebanon,NLD,Netherlands,4
2014,IRQ,Iraq,UAE,United Arab Emirates,FRA,France,4
2014,SSD,South Sudan,LEB,Lebanon,USA,United States of America,6
2014,All others,All others,All others,All others,SWE,Sweden,355
2014,IRQ,Iraq,SYR,Syrian Arab Rep.,AUS,Australia,120
2014,ERT,Eritrea,ISR,Israel,DNK,Denmark,1
2014,SOM,Somalia,JOR,Jordan,SWE,Sweden,2
2014,SYR,Syrian Arab Rep.,JOR,Jordan,FRA,France,247
2014,SYR,Syrian Arab Rep.,IRQ,Iraq,NOR,Norway,5
2014,All others,All others,All others,All others,BRA,Brazil,54
2014,SUD,Sudan,ISR,Israel,FRA,France,1
2014,SYR,Syrian Arab Rep.,LEB,Lebanon,DNK,Denmark,157
2014,SYR,Syrian Arab Rep.,JOR,Jordan,CZE,Czechia,11
2014,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,CAN,Canada,17
2014,ERT,Eritrea,ISR,Israel,NZL,New Zealand,1
2014,IRQ,Iraq,SYR,Syrian Arab Rep.,FIN,Finland,14
2014,SYR,Syrian Arab Rep.,ARE,Egypt,DEU,Germany,313
2014,IRQ,Iraq,SYR,Syrian Arab Rep.,CHE,Switzerland,24
2014,SOM,Somalia,SYR,Syrian Arab Rep.,DEU,Germany,22
2014,COD,Dem. Rep. of the Congo,ARE,Egypt,USA,United States of America,23
2014,SOM,Somalia,ARE,Egypt,CAN,Canada,2
2014,All others,All others,All others,All others,FIN,Finland,29
2014,SYR,Syrian Arab Rep.,LEB,Lebanon,CHE,Switzerland,378
2014,SOM,Somalia,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,1
2014,SYR,Syrian Arab Rep.,LEB,Lebanon,NOR,Norway,338
2014,ERT,Eritrea,ISR,Israel,CAN,Canada,16
2014,All others,All others,All others,All others,URY,Uruguay,17
2014,IRQ,Iraq,ARE,Egypt,IRL,Ireland,9
2014,SYR,Syrian Arab Rep.,LEB,Lebanon,USA,United States of America,934
2014,All others,All others,All others,All others,CAN,Canada,3577
2014,SYR,Syrian Arab Rep.,ARE,Egypt,NZL,New Zealand,112
2014,SOM,Somalia,JOR,Jordan,USA,United States of America,35
2014,SUD,Sudan,ARE,Egypt,NOR,Norway,2
2014,IRQ,Iraq,LBY,Libya,CAN,Canada,12
2014,SUD,Sudan,MAU,Mauritania,USA,United States of America,1
2014,All others,All others,All others,All others,FRA,France,147
2014,ERT,Eritrea,ARE,Egypt,SWE,Sweden,8
2014,COD,Dem. Rep. of the Congo,MOR,Morocco,FIN,Finland,1
2014,SYR,Syrian Arab Rep.,ARE,Egypt,FRA,France,52
2014,SYR,Syrian Arab Rep.,ARE,Egypt,CAN,Canada,1
2014,COD,Dem. Rep. of the Congo,LBY,Libya,CAN,Canada,4
2014,ERT,Eritrea,SAU,Saudi Arabia,NOR,Norway,1
2014,All others,All others,All others,All others,USA,United States of America,10191
2014,AFG,Afghanistan,SYR,Syrian Arab Rep.,CAN,Canada,50
2014,SYR,Syrian Arab Rep.,LEB,Lebanon,DEU,Germany,1774
2014,IRQ,Iraq,ARE,Egypt,NZL,New Zealand,31
2014,SYR,Syrian Arab Rep.,ARE,Egypt,PRT,Portugal,27
2014,SYR,Syrian Arab Rep.,IRQ,Iraq,USA,United States of America,259
2014,SYR,Syrian Arab Rep.,IRQ,Iraq,FRA,France,8
2014,IRQ,Iraq,LEB,Lebanon,FRA,France,4
2014,ERT,Eritrea,LEB,Lebanon,USA,United States of America,3
2014,ERT,Eritrea,LBY,Libya,SWE,Sweden,1
2014,SOM,Somalia,JOR,Jordan,DNK,Denmark,1
2014,IRQ,Iraq,SYR,Syrian Arab Rep.,NOR,Norway,2
2014,SOM,Somalia,LEB,Lebanon,CAN,Canada,3
2014,COD,Dem. Rep. of the Congo,MOR,Morocco,CAN,Canada,6
2014,SOM,Somalia,YEM,Yemen,USA,United States of America,1
2014,SSD,South Sudan,LEB,Lebanon,CAN,Canada,7
2014,SUD,Sudan,LEB,Lebanon,FIN,Finland,2
2014,All others,All others,All others,All others,GBR,United Kingdom of Great Britain and Northern Ireland,157
2014,IRQ,Iraq,SYR,Syrian Arab Rep.,NZL,New Zealand,47
2014,IRQ,Iraq,KUW,Kuwait,USA,United States of America,51
2014,SYR,Syrian Arab Rep.,LEB,Lebanon,AUS,Australia,263
2014,SYR,Syrian Arab Rep.,IRQ,Iraq,AUS,Australia,31
2014,SUD,Sudan,ARE,Egypt,FIN,Finland,183
2014,IRQ,Iraq,SYR,Syrian Arab Rep.,NLD,Netherlands,3
2014,ERT,Eritrea,LBY,Libya,FIN,Finland,1
2014,SYR,Syrian Arab Rep.,LEB,Lebanon,BLR,Belarus,24
2014,SOM,Somalia,SYR,Syrian Arab Rep.,NZL,New Zealand,4
2014,IRQ,Iraq,QAT,Qatar,USA,United States of America,8
2014,COD,Dem. Rep. of the Congo,MOR,Morocco,NOR,Norway,2
2014,SYR,Syrian Arab Rep.,LEB,Lebanon,BEL,Belgium,5
2014,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,AUS,Australia,5
2014,IRQ,Iraq,LEB,Lebanon,NOR,Norway,3
2014,IRQ,Iraq,SYR,Syrian Arab Rep.,DNK,Denmark,4
2015,SOM,Somalia,ARE,Egypt,FIN,Finland,1
2015,All others,All others,All others,All others,KOR,Rep. of Korea,20
2015,IRQ,Iraq,ARE,Egypt,PRT,Portugal,3
2015,SYR,Syrian Arab Rep.,ARE,Egypt,PRT,Portugal,20
2015,SYR,Syrian Arab Rep.,IRQ,Iraq,USA,United States of America,153
2015,IRQ,Iraq,LEB,Lebanon,FRA,France,2
2015,ERT,Eritrea,LEB,Lebanon,USA,United States of America,2
2015,IRQ,Iraq,JOR,Jordan,NZL,New Zealand,13
2015,COD,Dem. Rep. of the Congo,MOR,Morocco,CAN,Canada,5
2015,SOM,Somalia,IRQ,Iraq,NLD,Netherlands,1
2015,SSD,South Sudan,LEB,Lebanon,CAN,Canada,2
2015,SUD,Sudan,LEB,Lebanon,FIN,Finland,4
2015,IRQ,Iraq,KUW,Kuwait,USA,United States of America,51
2015,SYR,Syrian Arab Rep.,LEB,Lebanon,AUS,Australia,3367
2015,SYR,Syrian Arab Rep.,IRQ,Iraq,AUS,Australia,256
2015,SUD,Sudan,ARE,Egypt,FIN,Finland,7
2015,COD,Dem. Rep. of the Congo,LBY,Libya,NLD,Netherlands,1
2015,All others,All others,All others,All others,BEL,Belgium,18
2015,IRQ,Iraq,QAT,Qatar,USA,United States of America,20
2015,SYR,Syrian Arab Rep.,LEB,Lebanon,BEL,Belgium,430
2015,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,AUS,Australia,9
2015,All others,All others,All others,All others,NLD,Netherlands,190
2015,ERT,Eritrea,UAE,United Arab Emirates,SWE,Sweden,1
2015,SUD,Sudan,ISR,Israel,NLD,Netherlands,1
2015,IRQ,Iraq,SYR,Syrian Arab Rep.,CAN,Canada,208
2015,IRQ,Iraq,LEB,Lebanon,USA,United States of America,322
2015,SYR,Syrian Arab Rep.,JOR,Jordan,FIN,Finland,4
2015,IRQ,Iraq,OMN,Oman,USA,United States of America,62
2015,IRQ,Iraq,JOR,Jordan,NOR,Norway,3
2015,SYR,Syrian Arab Rep.,JOR,Jordan,IRL,Ireland,3
2015,ERT,Eritrea,LBY,Libya,FRA,France,6
2015,All others,All others,All others,All others,BRA,Brazil,43
2015,SYR,Syrian Arab Rep.,IRQ,Iraq,SWE,Sweden,207
2015,SSD,South Sudan,ARE,Egypt,FIN,Finland,1
2015,All others,All others,All others,All others,NOR,Norway,35
2015,ERT,Eritrea,ISR,Israel,SWE,Sweden,7
2015,IRQ,Iraq,SYR,Syrian Arab Rep.,FRA,France,8
2015,AFG,Afghanistan,LEB,Lebanon,USA,United States of America,4
2015,SOM,Somalia,LEB,Lebanon,FIN,Finland,1
2015,IRQ,Iraq,UAE,United Arab Emirates,NOR,Norway,2
2015,SSD,South Sudan,ARE,Egypt,AUS,Australia,9
2015,SOM,Somalia,KUW,Kuwait,USA,United States of America,157
2015,ERT,Eritrea,ISR,Israel,USA,United States of America,86
2015,IRQ,Iraq,JOR,Jordan,SWE,Sweden,16
2015,SOM,Somalia,JOR,Jordan,CAN,Canada,1
2015,SUD,Sudan,LEB,Lebanon,NLD,Netherlands,1
2015,All others,All others,All others,All others,CAN,Canada,1911
2015,SYR,Syrian Arab Rep.,LEB,Lebanon,NLD,Netherlands,321
2015,All others,All others,All others,All others,NZL,New Zealand,599
2015,SYR,Syrian Arab Rep.,ARE,Egypt,USA,United States of America,2057
2015,SUD,Sudan,ARE,Egypt,DNK,Denmark,5
2015,SYR,Syrian Arab Rep.,LEB,Lebanon,SWE,Sweden,249
2015,ERT,Eritrea,YEM,Yemen,SWE,Sweden,22
2015,SYR,Syrian Arab Rep.,UAE,United Arab Emirates,USA,United States of America,17
2015,IRQ,Iraq,UAE,United Arab Emirates,USA,United States of America,235
2015,IRQ,Iraq,QAT,Qatar,CAN,Canada,3
2015,IRQ,Iraq,LEB,Lebanon,FIN,Finland,2
2015,SYR,Syrian Arab Rep.,MAU,Mauritania,DNK,Denmark,6
2015,All others,All others,All others,All others,CHE,Switzerland,4
2015,IRQ,Iraq,SYR,Syrian Arab Rep.,SWE,Sweden,97
2015,SYR,Syrian Arab Rep.,JOR,Jordan,NZL,New Zealand,2
2015,IRQ,Iraq,LEB,Lebanon,IRL,Ireland,64
2015,SSD,South Sudan,ISR,Israel,USA,United States of America,38
2015,IRQ,Iraq,OMN,Oman,CAN,Canada,9
2015,SYR,Syrian Arab Rep.,UAE,United Arab Emirates,SWE,Sweden,9
2015,SYR,Syrian Arab Rep.,ARE,Egypt,DNK,Denmark,10
2015,COD,Dem. Rep. of the Congo,ALG,Algeria,USA,United States of America,9
2015,All others,All others,All others,All others,SWE,Sweden,204
2015,SYR,Syrian Arab Rep.,JOR,Jordan,DNK,Denmark,6
2015,SYR,Syrian Arab Rep.,IRQ,Iraq,GBR,United Kingdom of Great Britain and Northern Ireland,389
2015,SOM,Somalia,ARE,Egypt,USA,United States of America,287
2015,SYR,Syrian Arab Rep.,LEB,Lebanon,HUN,Hungary,10
2015,IRQ,Iraq,ARE,Egypt,USA,United States of America,197
2015,SUD,Sudan,JOR,Jordan,USA,United States of America,115
2015,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,SWE,Sweden,1
2015,SYR,Syrian Arab Rep.,LEB,Lebanon,ISL,Iceland,63
2015,SYR,Syrian Arab Rep.,JOR,Jordan,USA,United States of America,6595
2015,SUD,Sudan,ARE,Egypt,CAN,Canada,4
2015,IRQ,Iraq,UAE,United Arab Emirates,CAN,Canada,20
2015,SYR,Syrian Arab Rep.,JOR,Jordan,AUT,Austria,188
2015,SSD,South Sudan,ISR,Israel,DNK,Denmark,1
2015,SUD,Sudan,LEB,Lebanon,CAN,Canada,21
2015,All others,All others,All others,All others,DEU,Germany,26
2015,IRQ,Iraq,LEB,Lebanon,AUS,Australia,343
2015,SUD,Sudan,ARE,Egypt,DEU,Germany,131
2015,IRQ,Iraq,ARE,Egypt,DEU,Germany,28
2015,SYR,Syrian Arab Rep.,MOR,Morocco,USA,United States of America,10
2015,All others,All others,All others,All others,URY,Uruguay,3
2015,SYR,Syrian Arab Rep.,ARE,Egypt,BEL,Belgium,24
2015,SOM,Somalia,LEB,Lebanon,USA,United States of America,2
2015,IRQ,Iraq,JOR,Jordan,USA,United States of America,898
2015,SYR,Syrian Arab Rep.,JOR,Jordan,NOR,Norway,267
2015,SUD,Sudan,ISR,Israel,USA,United States of America,15
2015,SSD,South Sudan,ARE,Egypt,USA,United States of America,141
2015,IRQ,Iraq,SYR,Syrian Arab Rep.,GBR,United Kingdom of Great Britain and Northern Ireland,145
2015,SOM,Somalia,YEM,Yemen,SWE,Sweden,2
2015,SUD,Sudan,JOR,Jordan,CAN,Canada,3
2015,SYR,Syrian Arab Rep.,LEB,Lebanon,GBR,United Kingdom of Great Britain and Northern Ireland,1335
2015,IRQ,Iraq,LEB,Lebanon,NZL,New Zealand,1
2015,IRQ,Iraq,BAH,Bahrain,USA,United States of America,5
2015,IRQ,Iraq,ARE,Egypt,CAN,Canada,2
2015,SOM,Somalia,ARE,Egypt,DNK,Denmark,2
2015,All others,All others,All others,All others,DNK,Denmark,49
2015,SUD,Sudan,ISR,Israel,FIN,Finland,1
2015,ERT,Eritrea,ARE,Egypt,CAN,Canada,31
2015,SYR,Syrian Arab Rep.,LEB,Lebanon,IRL,Ireland,557
2015,SUD,Sudan,ALG,Algeria,USA,United States of America,2
2015,All others,All others,All others,All others,USA,United States of America,10982
2015,ERT,Eritrea,UAE,United Arab Emirates,USA,United States of America,1
2015,IRQ,Iraq,SAU,Saudi Arabia,USA,United States of America,2
2015,SYR,Syrian Arab Rep.,JOR,Jordan,SWE,Sweden,68
2015,SYR,Syrian Arab Rep.,JOR,Jordan,ESP,Spain,6
2015,IRQ,Iraq,QAT,Qatar,SWE,Sweden,4
2015,ERT,Eritrea,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,31
2015,IRQ,Iraq,LEB,Lebanon,SWE,Sweden,6
2015,SYR,Syrian Arab Rep.,LEB,Lebanon,FRA,France,709
2015,ERT,Eritrea,ISR,Israel,NLD,Netherlands,2
2015,SUD,Sudan,ARE,Egypt,PRT,Portugal,5
2015,IRQ,Iraq,KUW,Kuwait,CAN,Canada,46
2015,SSD,South Sudan,LEB,Lebanon,SWE,Sweden,3
2015,IRQ,Iraq,JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,2
2015,SUD,Sudan,JOR,Jordan,NOR,Norway,1
2015,SYR,Syrian Arab Rep.,IRQ,Iraq,DNK,Denmark,8
2015,SSD,South Sudan,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,5
2015,SYR,Syrian Arab Rep.,JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,588
2015,COD,Dem. Rep. of the Congo,MAU,Mauritania,USA,United States of America,3
2015,SYR,Syrian Arab Rep.,UAE,United Arab Emirates,NOR,Norway,3
2015,All others,All others,All others,All others,FIN,Finland,27
2015,ERT,Eritrea,ARE,Egypt,USA,United States of America,159
2015,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,GBR,United Kingdom of Great Britain and Northern Ireland,5
2015,IRQ,Iraq,JOR,Jordan,AUS,Australia,418
2015,SYR,Syrian Arab Rep.,JOR,Jordan,NLD,Netherlands,5
2015,SYR,Syrian Arab Rep.,ARE,Egypt,FIN,Finland,151
2015,ERT,Eritrea,ARE,Egypt,PRT,Portugal,1
2015,SUD,Sudan,ARE,Egypt,USA,United States of America,1631
2015,SYR,Syrian Arab Rep.,JOR,Jordan,CAN,Canada,12248
2015,SYR,Syrian Arab Rep.,LEB,Lebanon,NZL,New Zealand,576
2015,SYR,Syrian Arab Rep.,IRQ,Iraq,BEL,Belgium,14
2015,SYR,Syrian Arab Rep.,JOR,Jordan,AUS,Australia,1476
2015,IRQ,Iraq,LEB,Lebanon,DNK,Denmark,1
2015,IRQ,Iraq,BAH,Bahrain,CAN,Canada,4
2015,SOM,Somalia,YEM,Yemen,FIN,Finland,3
2015,SYR,Syrian Arab Rep.,ARE,Egypt,NOR,Norway,7
2015,IRQ,Iraq,LEB,Lebanon,CAN,Canada,46
2015,SYR,Syrian Arab Rep.,JOR,Jordan,BEL,Belgium,36
2015,IRQ,Iraq,JOR,Jordan,CAN,Canada,563
2015,SYR,Syrian Arab Rep.,LEB,Lebanon,MCO,Monaco,13
2015,SYR,Syrian Arab Rep.,LEB,Lebanon,CAN,Canada,5319
2015,SUD,Sudan,LEB,Lebanon,NOR,Norway,1
2015,All others,All others,All others,All others,FRA,France,27
2015,ERT,Eritrea,ARE,Egypt,AUS,Australia,16
2015,SOM,Somalia,YEM,Yemen,NLD,Netherlands,2
2015,SYR,Syrian Arab Rep.,LEB,Lebanon,FIN,Finland,608
2015,SUD,Sudan,LEB,Lebanon,USA,United States of America,140
2015,SYR,Syrian Arab Rep.,ARE,Egypt,SWE,Sweden,77
2015,IRQ,Iraq,LEB,Lebanon,CZE,Czechia,23
2015,IRQ,Iraq,LEB,Lebanon,NLD,Netherlands,17
2015,COD,Dem. Rep. of the Congo,LEB,Lebanon,USA,United States of America,2
2015,SSD,South Sudan,LEB,Lebanon,USA,United States of America,8
2015,SYR,Syrian Arab Rep.,LEB,Lebanon,AUT,Austria,424
2015,IRQ,Iraq,SYR,Syrian Arab Rep.,AUS,Australia,247
2015,IRQ,Iraq,LEB,Lebanon,GBR,United Kingdom of Great Britain and Northern Ireland,2
2015,IRQ,Iraq,IRQ,Iraq,CAN,Canada,1
2015,SYR,Syrian Arab Rep.,JOR,Jordan,FRA,France,555
2015,SOM,Somalia,SYR,Syrian Arab Rep.,FRA,France,4
2015,SUD,Sudan,ISR,Israel,FRA,France,3
2015,SYR,Syrian Arab Rep.,LEB,Lebanon,DNK,Denmark,295
2015,SYR,Syrian Arab Rep.,JOR,Jordan,CZE,Czechia,205
2015,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,CAN,Canada,2
2015,SUD,Sudan,ARE,Egypt,SWE,Sweden,9
2015,ERT,Eritrea,ARE,Egypt,DEU,Germany,39
2015,SYR,Syrian Arab Rep.,ARE,Egypt,DEU,Germany,64
2015,All others,All others,All others,All others,GBR,United Kingdom of Great Britain and Northern Ireland,193
2015,IRQ,Iraq,SYR,Syrian Arab Rep.,CHE,Switzerland,119
2015,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,ITA,Italy,1
2015,IRQ,Iraq,SYR,Syrian Arab Rep.,ITA,Italy,59
2015,SOM,Somalia,ARE,Egypt,CAN,Canada,2
2015,SOM,Somalia,UAE,United Arab Emirates,CAN,Canada,4
2015,ERT,Eritrea,ARE,Egypt,FRA,France,1
2015,SYR,Syrian Arab Rep.,LEB,Lebanon,CHE,Switzerland,453
2015,SOM,Somalia,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,1
2015,SYR,Syrian Arab Rep.,LEB,Lebanon,NOR,Norway,2909
2015,ERT,Eritrea,ISR,Israel,CAN,Canada,1
2015,SUD,Sudan,ISR,Israel,SWE,Sweden,1
2015,SOM,Somalia,ARE,Egypt,DEU,Germany,49
2015,SUD,Sudan,ARE,Egypt,AUS,Australia,8
2015,SYR,Syrian Arab Rep.,LEB,Lebanon,USA,United States of America,100
2015,ERT,Eritrea,UAE,United Arab Emirates,NLD,Netherlands,1
2015,SYR,Syrian Arab Rep.,JOR,Jordan,DEU,Germany,9
2015,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,CHE,Switzerland,1
2015,SOM,Somalia,JOR,Jordan,USA,United States of America,55
2015,SUD,Sudan,LEB,Lebanon,NZL,New Zealand,1
2015,All others,All others,All others,All others,ITA,Italy,1
2015,SUD,Sudan,ARE,Egypt,NOR,Norway,7
2015,COD,Dem. Rep. of the Congo,MOR,Morocco,USA,United States of America,1
2015,ERT,Eritrea,ARE,Egypt,SWE,Sweden,1
2015,SYR,Syrian Arab Rep.,ARE,Egypt,FRA,France,47
2015,SYR,Syrian Arab Rep.,ARE,Egypt,CAN,Canada,617
2015,SYR,Syrian Arab Rep.,LEB,Lebanon,ITA,Italy,368
2015,SYR,Syrian Arab Rep.,JOR,Jordan,HUN,Hungary,12
2015,COD,Dem. Rep. of the Congo,LBY,Libya,DNK,Denmark,1
2015,All others,All others,All others,All others,AUS,Australia,500
2015,SYR,Syrian Arab Rep.,LEB,Lebanon,DEU,Germany,370
2015,ERT,Eritrea,ISR,Israel,FIN,Finland,4
2015,SUD,Sudan,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,136
2015,ERT,Eritrea,LBY,Libya,NOR,Norway,5
2016,SUD,Sudan,LEB,Lebanon,NZL,New Zealand,8
2016,SYR,Syrian Arab Rep.,LEB,Lebanon,ESP,Spain,412
2016,SYR,Syrian Arab Rep.,IRQ,Iraq,FRA,France,10
2016,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,CHE,Switzerland,4
2016,SOM,Somalia,JOR,Jordan,USA,United States of America,57
2016,IRQ,Iraq,ARE,Egypt,AUS,Australia,9
2016,IRQ,Iraq,SYR,Syrian Arab Rep.,NOR,Norway,11
2016,SYR,Syrian Arab Rep.,ARE,Egypt,CAN,Canada,769
2016,SOM,Somalia,YEM,Yemen,USA,United States of America,2
2016,COD,Dem. Rep. of the Congo,MOR,Morocco,USA,United States of America,10
2016,ERT,Eritrea,SYR,Syrian Arab Rep.,SWE,Sweden,7
2016,All others,All others,All others,All others,DEU,Germany,45
2016,IRQ,Iraq,TUN,Tunisia,FRA,France,1
2016,IRQ,Iraq,SYR,Syrian Arab Rep.,NLD,Netherlands,1
2016,SYR,Syrian Arab Rep.,LEB,Lebanon,ITA,Italy,446
2016,SYR,Syrian Arab Rep.,LEB,Lebanon,DEU,Germany,59
2016,All others,All others,All others,All others,SWE,Sweden,155
2016,SUD,Sudan,ARE,Egypt,GBR,United Kingdom of Great Britain and Northern Ireland,182
2016,SYR,Syrian Arab Rep.,KUW,Kuwait,USA,United States of America,34
2016,SYR,Syrian Arab Rep.,ARE,Egypt,AUS,Australia,36
2016,SYR,Syrian Arab Rep.,IRQ,Iraq,USA,United States of America,1057
2016,IRQ,Iraq,LEB,Lebanon,FRA,France,7
2016,ERT,Eritrea,LEB,Lebanon,USA,United States of America,9
2016,SSD,South Sudan,ISR,Israel,SWE,Sweden,1
2016,SOM,Somalia,LEB,Lebanon,DNK,Denmark,1
2016,COD,Dem. Rep. of the Congo,MOR,Morocco,CAN,Canada,2
2016,IRQ,Iraq,KUW,Kuwait,USA,United States of America,50
2016,SYR,Syrian Arab Rep.,LEB,Lebanon,AUS,Australia,167
2016,All others,All others,All others,All others,DNK,Denmark,17
2016,IRQ,Iraq,KUW,Kuwait,DNK,Denmark,2
2016,COD,Dem. Rep. of the Congo,MAU,Mauritania,FRA,France,7
2016,SYR,Syrian Arab Rep.,KUW,Kuwait,CAN,Canada,2
2016,IRQ,Iraq,QAT,Qatar,USA,United States of America,24
2016,SYR,Syrian Arab Rep.,LEB,Lebanon,BEL,Belgium,125
2016,All others,All others,All others,All others,URY,Uruguay,9
2016,IRQ,Iraq,LEB,Lebanon,USA,United States of America,394
2016,SOM,Somalia,JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,10
2016,SYR,Syrian Arab Rep.,SAU,Saudi Arabia,USA,United States of America,2
2016,SYR,Syrian Arab Rep.,ISR,Israel,FRA,France,30
2016,SYR,Syrian Arab Rep.,JOR,Jordan,FIN,Finland,9
2016,SYR,Syrian Arab Rep.,IRQ,Iraq,NLD,Netherlands,7
2016,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,NOR,Norway,3
2016,IRQ,Iraq,OMN,Oman,USA,United States of America,80
2016,All others,All others,All others,All others,ESP,Spain,7
2016,IRQ,Iraq,MAU,Mauritania,USA,United States of America,11
2016,SYR,Syrian Arab Rep.,IRQ,Iraq,SWE,Sweden,6
2016,All others,All others,All others,All others,USA,United States of America,12530
2016,ERT,Eritrea,ISR,Israel,SWE,Sweden,6
2016,IRQ,Iraq,SYR,Syrian Arab Rep.,FRA,France,3
2016,All others,All others,All others,All others,FIN,Finland,12
2016,SSD,South Sudan,ARE,Egypt,AUS,Australia,1
2016,SOM,Somalia,KUW,Kuwait,USA,United States of America,151
2016,SOM,Somalia,MAU,Mauritania,USA,United States of America,6
2016,ERT,Eritrea,ISR,Israel,USA,United States of America,141
2016,SYR,Syrian Arab Rep.,LBY,Libya,NLD,Netherlands,4
2016,IRQ,Iraq,JOR,Jordan,SWE,Sweden,2
2016,SOM,Somalia,JOR,Jordan,CAN,Canada,5
2016,SYR,Syrian Arab Rep.,ARE,Egypt,NLD,Netherlands,1
2016,SOM,Somalia,TUN,Tunisia,USA,United States of America,1
2016,SYR,Syrian Arab Rep.,ARE,Egypt,USA,United States of America,2995
2016,SYR,Syrian Arab Rep.,SAU,Saudi Arabia,NLD,Netherlands,1
2016,SYR,Syrian Arab Rep.,LEB,Lebanon,SWE,Sweden,457
2016,ERT,Eritrea,YEM,Yemen,SWE,Sweden,1
2016,IRQ,Iraq,JOR,Jordan,ITA,Italy,6
2016,SYR,Syrian Arab Rep.,UAE,United Arab Emirates,USA,United States of America,52
2016,All others,All others,All others,All others,FRA,France,70
2016,SYR,Syrian Arab Rep.,GAZ,State of Palestine,FRA,France,30
2016,IRQ,Iraq,UAE,United Arab Emirates,USA,United States of America,240
2016,SUD,Sudan,LEB,Lebanon,FRA,France,1
2016,IRQ,Iraq,ISR,Israel,USA,United States of America,1
2016,SYR,Syrian Arab Rep.,MAU,Mauritania,FIN,Finland,41
2016,IRQ,Iraq,SYR,Syrian Arab Rep.,SWE,Sweden,88
2016,ERT,Eritrea,ISR,Israel,FRA,France,8
2016,IRQ,Iraq,LEB,Lebanon,IRL,Ireland,11
2016,SSD,South Sudan,ISR,Israel,USA,United States of America,20
2016,SUD,Sudan,LEB,Lebanon,DNK,Denmark,5
2016,SYR,Syrian Arab Rep.,UAE,United Arab Emirates,SWE,Sweden,4
2016,COD,Dem. Rep. of the Congo,ALG,Algeria,USA,United States of America,1
2016,ERT,Eritrea,ISR,Israel,AUT,Austria,2
2016,SYR,Syrian Arab Rep.,IRQ,Iraq,GBR,United Kingdom of Great Britain and Northern Ireland,378
2016,SOM,Somalia,ARE,Egypt,USA,United States of America,151
2016,SUD,Sudan,ARE,Egypt,CAN,Canada,8
2016,All others,All others,All others,All others,GBR,United Kingdom of Great Britain and Northern Ireland,132
2016,IRQ,Iraq,TUN,Tunisia,USA,United States of America,4
2016,IRQ,Iraq,ARE,Egypt,USA,United States of America,109
2016,SUD,Sudan,JOR,Jordan,USA,United States of America,375
2016,SYR,Syrian Arab Rep.,SYR,Syrian Arab Rep.,SWE,Sweden,3
2016,SYR,Syrian Arab Rep.,LEB,Lebanon,ISL,Iceland,61
2016,COD,Dem. Rep. of the Congo,LEB,Lebanon,CAN,Canada,2
2016,SYR,Syrian Arab Rep.,UAE,United Arab Emirates,CAN,Canada,11
